city,city_ascii,lat,lng,country,«·≈”„,iso2,iso3,admin_name,capital,population,id
Clarksville,Clarksville,35.457,-93.4803,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Arkansas,,9764,1840014533
Claverack,Claverack,42.2235,-73.6873,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,5708,1840087313
Clawson,Clawson,42.5367,-83.1504,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Michigan,,11845,1840002440
Clay,Clay,43.1809,-76.1955,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,59364,1840057989
Clay,Clay,33.6976,-86.607,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Alabama,,9923,1840014790
Clay,Clay,40.2353,-76.2369,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,6839,1840145615
Claymont,Claymont,39.8032,-75.4606,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Delaware,,9330,1840005570
Clayton,Clayton,38.6444,-90.3302,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Missouri,,16747,1840007439
Clayton,Clayton,35.6591,-78.4499,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,North Carolina,,24887,1840016290
Clayton,Clayton,39.8689,-84.3292,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Ohio,,13222,1840010584
Clayton,Clayton,37.9403,-121.9301,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,12265,1840018901
Clayton,Clayton,39.6627,-75.0782,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Jersey,,8738,1840001520
Clear Lake,Clear Lake,43.1346,-93.374,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Iowa,,7711,1840000379
Clearfield,Clearfield,41.103,-112.0237,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Utah,,32118,1840018735
Clearfield,Clearfield,41.0216,-78.439,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,10243,1840003490
Clearlake,Clearlake,38.959,-122.633,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,15961,1840028139
Clearwater,Clearwater,27.9789,-82.7622,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,116946,1840015110
Cleburne,Cleburne,32.357,-97.4152,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,37468,1840019464
Clemmons,Clemmons,36.0319,-80.3861,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,North Carolina,,20867,1840017728
Clemson,Clemson,34.6837,-82.8124,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,South Carolina,,17501,1840014626
Clermont,Clermont,28.5402,-81.7259,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,38654,1840015080
Cleveland,Cleveland,41.4767,-81.6804,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Ohio,,1710093,1840000596
Cleveland,Cleveland,35.1817,-84.8707,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Tennessee,,73596,1840014603
Cleveland,Cleveland,33.744,-90.7285,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Mississippi,,14114,1840014748
Cleveland,Cleveland,30.3374,-95.0931,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,10690,1840019596
Cleveland,Cleveland,34.5971,-83.7621,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,5372,1840014665
Cleveland Heights,Cleveland Heights,41.5112,-81.5636,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Ohio,,43992,1840000597
Clewiston,Clewiston,26.7529,-80.9399,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,14383,1840015128
Cliffside Park,Cliffside Park,40.8221,-73.988,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Jersey,,26133,1840003537
Clifton,Clifton,40.8631,-74.1575,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Jersey,,85052,1840003511
Clifton,Clifton,39.0763,-108.4606,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Colorado,,20748,1840017556
Clifton,Clifton,33.0249,-109.2883,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Arizona,,5049,1840022949
Clifton Heights,Clifton Heights,39.9301,-75.2958,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,6697,1840000692
Clifton Park,Clifton Park,42.8587,-73.8242,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,36663,1840057994
Clifton Springs,Clifton Springs,42.9608,-77.1348,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,6072,1840004416
Clinton,Clinton,38.7499,-76.9063,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Maryland,,39018,1840005949
Clinton,Clinton,41.8434,-90.2408,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Iowa,,30177,1840000507
Clinton,Clinton,32.354,-90.3403,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Mississippi,,24440,1840014893
Clinton,Clinton,41.1395,-112.0656,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Utah,,22499,1840018736
Clinton,Clinton,42.4119,-71.6888,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Massachusetts,,13935,1840053585
Clinton,Clinton,41.298,-72.53,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Connecticut,,12944,1840034364
Clinton,Clinton,40.6315,-74.8553,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Jersey,,12787,1840003604
Clinton,Clinton,34.4777,-81.8636,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,South Carolina,,11031,1840014667
Clinton,Clinton,36.0981,-84.1283,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Tennessee,,10075,1840014471
Clinton,Clinton,35.0005,-78.3311,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,North Carolina,,9334,1840014605
Clinton,Clinton,35.5058,-98.9724,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Oklahoma,,9087,1840019108
Clinton,Clinton,38.3716,-93.7679,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Missouri,,8945,1840007492
Clinton,Clinton,40.1468,-88.9633,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Illinois,,8055,1840007255
Clinton,Clinton,39.6608,-87.4045,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Indiana,,6152,1840007263
Clive,Clive,41.6147,-93.798,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Iowa,,17242,1840007063
Cloquet,Cloquet,46.7221,-92.4923,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Minnesota,,12813,1840006646
Closter,Closter,40.9733,-73.9604,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Jersey,,8511,1840003538
Clover,Clover,35.1125,-81.2203,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,South Carolina,,8335,1840016478
Clover Creek,Clover Creek,47.1404,-122.3827,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Washington,,6734,1840041920
Cloverdale,Cloverdale,38.7961,-123.0151,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,9205,1840018838
Cloverleaf,Cloverleaf,29.7882,-95.1724,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,25718,1840018248
Cloverly,Cloverly,39.1065,-76.9993,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Maryland,,15464,1840031267
Clovis,Clovis,36.8278,-119.6831,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,114584,1840018944
Clovis,Clovis,34.4376,-103.1923,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Mexico,,42168,1840019195
Clute,Clute,29.0256,-95.3975,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,11690,1840019669
Clyde,Clyde,41.3046,-82.9782,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Ohio,,6166,1840007131
Coachella,Coachella,33.6905,-116.143,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,45743,1840019294
Coal,Coal,40.7876,-76.5489,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,10297,1840150358
Coal City,Coal City,41.2772,-88.2803,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Illinois,,5409,1840011613
Coalinga,Coalinga,36.143,-120.3262,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,17179,1840018945
Coatesville,Coatesville,39.9849,-75.8199,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,13069,1840001424
Cobleskill,Cobleskill,42.6841,-74.4478,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,6313,1840004488
Cochituate,Cochituate,42.329,-71.3576,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Massachusetts,,7226,1840003129
Cochran,Cochran,32.3875,-83.3523,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,6131,1840014890
Cockeysville,Cockeysville,39.4793,-76.63,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Maryland,,21038,1840005680
Cocoa,Cocoa,28.382,-80.7674,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,18603,1840015092
Cocoa Beach,Cocoa Beach,28.3326,-80.6274,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,11705,1840015093
Cocoa West,Cocoa West,28.3595,-80.7712,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,6595,1840073847
Coconut Creek,Coconut Creek,26.2803,-80.1842,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,61248,1840015132
Cody,Cody,44.5212,-109.0549,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Wyoming,,9788,1840018595
Coeur d'Alene,Coeur d'Alene,47.7041,-116.7935,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Idaho,,116834,1840018402
Coeymans,Coeymans,42.4936,-73.8835,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,7329,1840087324
Coffeyville,Coffeyville,37.0518,-95.618,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Kansas,,9827,1840001707
Cohasset,Cohasset,42.2363,-70.8189,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Massachusetts,,8484,1840053546
Cohoes,Cohoes,42.7732,-73.7077,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,16687,1840000418
Colby,Colby,39.3843,-101.0459,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Kansas,,5445,1840001553
Colchester,Colchester,44.5545,-73.2167,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Vermont,,17303,1840070411
Colchester,Colchester,41.5621,-72.3475,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Connecticut,,15860,1840034365
Cold Spring,Cold Spring,39.013,-84.4349,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Kentucky,,6571,1840014257
Cold Springs,Cold Springs,39.6927,-119.9775,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Nevada,,9633,1840033824
Coldwater,Coldwater,41.9465,-84.9989,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Michigan,,18832,1840003250
Colebrookdale,Colebrookdale,40.3468,-75.6464,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,5139,1840102653
Colesville,Colesville,39.073,-77.0009,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Maryland,,13992,1840005831
Colesville,Colesville,42.1742,-75.6627,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,5039,1840087329
College,College,64.8694,-147.8217,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Alaska,,12791,1840023462
College,College,40.8144,-77.8172,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,10102,1840144819
College Park,College Park,38.996,-76.9337,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Maryland,,32163,1840005971
College Park,College Park,33.6363,-84.464,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,15159,1840014737
College Place,College Place,46.0419,-118.3879,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Washington,,9317,1840018490
College Station,College Station,30.5852,-96.296,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,215243,1840019570
Collegedale,Collegedale,35.0525,-85.0487,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Tennessee,,11378,1840014570
Collegeville,Collegeville,40.1873,-75.4581,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,5174,1840003696
Colleyville,Colleyville,32.8913,-97.1486,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,27091,1840019430
Collier,Collier,40.3991,-80.132,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,8106,1840142357
Collierville,Collierville,35.0471,-89.6988,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Tennessee,,51040,1840016403
Collingdale,Collingdale,39.9151,-75.2776,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,8794,1840000693
Collingswood,Collingswood,39.916,-75.0759,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Jersey,,13884,1840016611
Collins,Collins,42.4908,-78.8623,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,6461,1840058004
Collinsville,Collinsville,38.6769,-90.0059,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Illinois,,24395,1840007423
Collinsville,Collinsville,36.7215,-79.9121,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Virginia,,7665,1840006553
Collinsville,Collinsville,36.3718,-95.8611,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Oklahoma,,7236,1840019061
Colona,Colona,41.4678,-90.3445,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Illinois,,5120,1840007098
Colonia,Colonia,40.5929,-74.3151,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Jersey,,17801,1840005411
Colonial Heights,Colonial Heights,37.265,-77.3969,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Virginia,,17370,1840003860
Colonial Park,Colonial Park,40.2997,-76.8068,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,13583,1840005398
Colonie,Colonie,42.7396,-73.7874,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,82849,1840004495
Colorado City,Colorado City,36.9774,-112.983,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Arizona,,8258,1840023170
Colorado City,Colorado City,32.3994,-100.8582,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,5533,1840019472
Colorado Springs,Colorado Springs,38.8674,-104.7606,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Colorado,,642413,1840018825
Colton,Colton,34.0538,-117.3254,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,54824,1840019120
Colts Neck,Colts Neck,40.2928,-74.168,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Jersey,,9895,1840081833
Columbia,Columbia,34.0376,-80.9037,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,South Carolina,admin,560041,1840014730
Columbia,Columbia,38.9478,-92.3256,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Missouri,,141645,1840007391
Columbia,Columbia,39.2004,-76.859,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Maryland,,103991,1840005803
Columbia,Columbia,35.6235,-87.0486,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Tennessee,,40663,1840014518
Columbia,Columbia,38.4581,-90.2156,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Illinois,,10513,1840007502
Columbia,Columbia,40.0348,-76.4944,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,10355,1840003713
Columbia,Columbia,31.2564,-89.8266,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Mississippi,,6468,1840014970
Columbia,Columbia,41.6939,-72.3072,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Connecticut,,5417,1840034367
Columbia City,Columbia City,41.1612,-85.4855,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Indiana,,9735,1840007140
Columbia Falls,Columbia Falls,48.3708,-114.1903,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Montana,,7556,1840018351
Columbia Heights,Columbia Heights,45.0484,-93.2472,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Minnesota,,20427,1840006712
Columbiana,Columbiana,40.8871,-80.675,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Ohio,,7931,1840007175
Columbine,Columbine,39.5879,-105.0694,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Colorado,,25332,1840135257
Columbus,Columbus,39.9862,-82.985,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Ohio,admin,1562009,1840003760
Columbus,Columbus,32.51,-84.8771,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,261445,1840014887
Columbus,Columbus,39.2093,-85.9183,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Indiana,,59897,1840013714
Columbus,Columbus,33.5088,-88.4096,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Mississippi,,31084,1840014807
Columbus,Columbus,41.4368,-97.3563,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Nebraska,,23468,1840003345
Columbus,Columbus,43.3354,-89.03,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Wisconsin,,6793,1840002708
Colusa,Colusa,39.2059,-122.0125,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,6891,1840018810
Colville,Colville,48.5454,-117.8986,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Washington,,5135,1840018361
Combee Settlement,Combee Settlement,28.0596,-81.9053,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,6357,1840029027
Commack,Commack,40.8443,-73.2834,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,36953,1840005030
Commerce,Commerce,33.9963,-118.1519,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,12661,1840019239
Commerce,Commerce,33.2421,-95.8991,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,9680,1840019394
Commerce,Commerce,34.2133,-83.473,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,7172,1840014720
Commerce City,Commerce City,39.8642,-104.8434,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Colorado,,60336,1840018785
Compton,Compton,33.893,-118.2275,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,95605,1840019240
Comstock Northwest,Comstock Northwest,42.3219,-85.518,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Michigan,,6318,1840073785
Comstock Park,Comstock Park,43.0438,-85.6779,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Michigan,,10306,1840004307
Concord,Concord,37.9722,-122.0016,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,652308,1840018905
Concord,Concord,35.3933,-80.6366,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,North Carolina,,261801,1840014559
Concord,Concord,43.2305,-71.5595,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Hampshire,admin,43627,1840002747
Concord,Concord,42.462,-71.3639,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Massachusetts,,19116,1840053635
Concord,Concord,38.5117,-90.3574,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Missouri,,17912,1840006126
Concord,Concord,39.8741,-75.5135,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,17745,1840152841
Concord,Concord,42.545,-78.7075,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,8484,1840058009
Conemaugh,Conemaugh,40.2432,-78.966,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,6913,1840145481
Conewago,Conewago,40.0657,-76.7932,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,8241,1840150916
Conewago,Conewago,39.7977,-77.0239,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,7193,1840143124
Congers,Congers,41.1484,-73.9456,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,8406,1840004960
Conklin,Conklin,42.0399,-75.8342,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,5179,1840058013
Conley,Conley,33.6398,-84.3376,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,5783,1840013096
Conneaut,Conneaut,41.9278,-80.5685,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Ohio,,13767,1840003337
Connell,Connell,46.6622,-118.8404,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Washington,,5545,1840018479
Connellsville,Connellsville,40.0158,-79.5899,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,7290,1840001501
Connersville,Connersville,39.6581,-85.141,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Indiana,,14566,1840007318
Conning Towers Nautilus Park,Conning Towers Nautilus Park,41.3855,-72.0686,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Connecticut,,9785,1840073288
Conover,Conover,35.7155,-81.217,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,North Carolina,,8540,1840014522
Conroe,Conroe,30.3239,-95.4825,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,91079,1840019586
Conshohocken,Conshohocken,40.0772,-75.3035,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,8047,1840003697
Contra Costa Centre,Contra Costa Centre,37.9261,-122.054,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,6558,1840028422
Converse,Converse,29.5091,-98.3084,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,28171,1840019655
Conway,Conway,35.0754,-92.4694,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Arkansas,,74951,1840014598
Conway,Conway,33.8399,-79.0424,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,South Carolina,,25956,1840014716
Conway,Conway,28.4968,-81.3316,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,13528,1840013121
Conway,Conway,44.0085,-71.0719,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Hampshire,,10127,1840054762
Conyers,Conyers,33.6645,-83.9966,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,16256,1840014806
Cookeville,Cookeville,36.1484,-85.5114,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Tennessee,,50408,1840014470
Coolbaugh,Coolbaugh,41.1837,-75.4386,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,20357,1840145213
Coolidge,Coolidge,32.9395,-111.5261,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Arizona,,13130,1840019367
Coon Rapids,Coon Rapids,45.1755,-93.3095,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Minnesota,,62998,1840006714
Cooper City,Cooper City,26.0463,-80.2862,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,35800,1840015133
Coos Bay,Coos Bay,43.3789,-124.233,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Oregon,,32159,1840018653
Copiague,Copiague,40.6728,-73.3932,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,23561,1840005031
Coppell,Coppell,32.9638,-96.9905,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,41421,1840019439
Copperas Cove,Copperas Cove,31.1192,-97.914,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,33235,1840019538
Coral Gables,Coral Gables,25.7037,-80.2715,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,49700,1840015147
Coral Hills,Coral Hills,38.8709,-76.9234,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Maryland,,8685,1840005950
Coral Springs,Coral Springs,26.2702,-80.2591,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,133759,1840015134
Coral Terrace,Coral Terrace,25.7464,-80.3049,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Florida,,25387,1840029028
Coralville,Coralville,41.699,-91.5967,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Iowa,,22290,1840007076
Coram,Coram,40.8813,-73.0059,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,40311,1840005032
Coraopolis,Coraopolis,40.5148,-80.1627,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,5424,1840001220
Corbin,Corbin,36.9321,-84.1004,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Kentucky,,7202,1840014405
Corcoran,Corcoran,36.0839,-119.561,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,22581,1840019056
Corcoran,Corcoran,45.1089,-93.5837,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Minnesota,,6250,1840006744
Cordele,Cordele,31.9563,-83.7694,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,11719,1840014934
Corinth,Corinth,33.1435,-97.0681,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,22099,1840019389
Corinth,Corinth,34.9474,-88.5143,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Mississippi,,14472,1840014638
Corinth,Corinth,43.2269,-73.8847,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,6429,1840004255
Cornelia,Cornelia,34.517,-83.531,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Georgia,,20913,1840014661
Cornelius,Cornelius,45.519,-123.0514,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Oregon,,12822,1840018557
Cornelius,Cornelius,35.4725,-80.8801,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,North Carolina,,30257,1840016352
Corning,Corning,42.147,-77.0561,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,19296,1840000443
Corning,Corning,39.9282,-122.182,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,8604,1840018762
Cornwall,Cornwall,41.4195,-74.054,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New York,,12445,1840087346
Corona,Corona,33.8616,-117.5649,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,169868,1840019305
Corona de Tucson,Corona de Tucson,31.9495,-110.7836,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Arizona,,8470,1840018106
Coronado,Coronado,32.664,-117.16,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,23731,1840019354
Corpus Christi,Corpus Christi,27.726,-97.3755,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,342464,1840019718
Corrales,Corrales,35.2366,-106.6191,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,New Mexico,,8696,1840022681
Corry,Corry,41.9259,-79.6358,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Pennsylvania,,6208,1840000474
Corsicana,Corsicana,32.0824,-96.4665,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,Texas,,23906,1840019505
Corte Madera,Corte Madera,37.9238,-122.5129,United States,«·Ê·«Ì«  «·„ Õœ…,US,USA,California,,9751,1840022519
